academicDepartment,subjectArea,schoolBulletinPrefix,courseNumber,name,pointsMin,pointsMax
MEDI,BINF,G,4050,Quantitative Models for Medical Decision Making,3,0
MEDI,BINF,G,4051,Clinical Decision Support,3,0
MEDI,BINF,G,4052,Medical Knowledge Structures,3,0
MEDI,BINF,G,4060,Evaluation Methods In Medical Informatics,3,0
MEDI,BINF,F,4061,Economics of Informatics: Cost and Investment Issues In Healthcare Information Technology,3,0
MEDI,BINF,G,4098,Seminar In Medical Informatics,1,0
MEDI,BINF,G,4099,Research Seminar In Medical Informatics,1,0
MEDI,BINF,G,6001,Projects In Medical Informatics,3,6
MEDI,BINF,G,6090,"M.a. Essay In Medical Informatics, I",1,0
MEDI,BINF,G,6091,"M.a. Essay In Medical Informatics, II",2,0
MEDI,BINF,G,8001,Readings In Medical Informatics,3,0
MEDI,BINF,G,8010,M.Phil. Teaching Experience,2,0
MEDI,BINF,G,9001,Doctoral Research,0,12
MEDI,BINF,G,9999,Doctoral Dissertation,0,0
MICR,MICR,G,4020,Introduction To Immunology,4,0
MICR,MICR,G,6021,Virology,0,0
MICR,MICR,G,6048,Microbial Pathogenesis,6,0
MICR,MICR,G,4900,Chromosome Dynamics and Genome Stability,4,0
MICR,MICR,G,9301,Seminar In Selected Topics In Microbiology,2,0
MICR,MICR,G,9501,Thesis Research In Microbiology,3,12
MICR,MICR,F,4150,Prokaryotic Molecular Biology,0,0
MICR,MICR,G,4152,Eukaryotic Molecular Biology,0,0
MICR,MICR,G,4250,Molecular Biophysics,0,0
MICR,MICR,G,4350,Cellular Membranes and Organelles,0,0
MICR,MICR,G,4450,Frontiers In Cell Biology,0,0
MODA,,W,4630,"Feminist Theories and Art Practices, 1960-1990",0,0
MODA,,G,4588,Art and Culture In Britain After 1945,0,0
MODA,,G,4690,Surrealism,0,0
MODA,,G,6680,Realism and Impressionism,0,0
MODA,,G,6644,"Structuralism, Poststructuralism, Modernism",0,0
MODA,,G,8659,"European Art, 1948-1968",0,0
MODA,,G,8030,Historiography of Art History,0,0
MODA,,F,8671,The Russian Avant-Garde,0,0
MODA,,G,8678,From Pop Art To Conceptualism: American and European Art: 1958-1968,0,0
MODA,,G,8685,Art and Technology,0,0
MODA,,G,8748,Materiality,0,0
MODA,,G,8750,Informe/Informel,0,0
MODA,,G,8773,Photography: Histories and Theories,0,0
MODA,,G,8789,Earth Art: Art and Nature In the 20th Century,0,0
MODA,,G,8820,Social(Ist) Realism In 20th-Century Art,0,0
MODA,,G,9900,M.a. Thesis,0,0
MUSI,MUSI,G,4060,Medieval Music Drama,3,0
MUSI,MUSI,G,4024,Opera and Society,3,0
MUSI,MUSI,G,6105,Proseminar in Historical Musicology,3,0
MUSI,MUSI,G,6130,Music and Aesthetics in the Age of Enlightenment,3,0
MUSI,MUSI,G,6175,Historical Survey of the Cultural Theory of Music,3,0
MUSI,MUSI,G,6244,Tonal Composition,3,0
MUSI,MUSI,G,6300,Introduction to the History of Music Theory,3,0
MUSI,MUSI,G,6240,The Social Science of Music,3,0
MUSI,MUSI,G,6250,Introduction to Music Cognition,3,0
MUSI,MUSI,G,6302,Introduction to Set Theory,3,0
MUSI,MUSI,G,6305,Introduction to Schenkerian Analysis,3,0
MUSI,MUSI,G,6330,18th-Century Counterpoint,3,0
MUSI,MUSI,G,6333,Proseminar in Music Theory,3,0
MUSI,MUSI,G,6345,Theories of Rhythm and Meter,3,0
MUSI,MUSI,G,6348,Theories of Music and Prosody,3,0
MUSI,MUSI,G,6360,Analysis of Pre-Tonal and Tonal Music,3,0
MUSI,MUSI,G,6370,Advanced Orchestration,3,0
MUSI,MUSI,G,6379,Music since 1900 (II) (formerly 20th-Century Styles and Techniques),3,0
MUSI,MUSI,G,6411,Proseminar in Ethnomusicology,3,0
MUSI,MUSI,G,6601,Interactive Sound and Video (Previously Basic Electroacoustics),3,0
MUSI,MUSI,G,6630,Recorded Sound,3,0
MUSI,MUSI,G,6801,Aesthetics and Politics,3,0
MUSI,MUSI,G,8096,Individual Projects,3,0
MUSI,MUSI,G,8101,Seminar in Historical Musicology: the Middle Ages,3,0
MUSI,MUSI,G,8103,Seminar in Historical Musicology: the Renaissance,3,0
MUSI,MUSI,G,8107,Seminar in Historical Musicology: the Classical Period,3,0
MUSI,MUSI,G,8105,Seminar in Historical Musicology: the Baroque,3,0
MUSI,MUSI,G,8109,Seminar in Historical Musicology: the Romantic Period,3,0
MUSI,MUSI,G,8111,American Popular Song from 1900 to 1960,3,0
MUSI,MUSI,G,8205,Individual Projects in Computer Music,3,0
MUSI,MUSI,G,8207,Individual Projects in Music Composition,3,0
MUSI,MUSI,G,8231,Seminar in Music Composition I,3,0
MUSI,MUSI,G,8233,Seminar in Music Composition II,3,0
MUSI,MUSI,G,8237,Seminar: Research Projects,3,0
MUSI,MUSI,G,8250,FROM SOUND TO COMPOSITION,3,0
MUSI,MUSI,G,8311,Seminar in the History of Music Theory: the Middle Ages and Renaissance,3,0
MUSI,MUSI,G,8313,Seminar in the History of Music Theory: the Baroque and Classical Periods,3,0
MUSI,MUSI,G,8315,Seminar in the History of Music Theory: the Romantic Period,3,0
MUSI,MUSI,G,8317,Seminar in the History of Music Theory: the Modern Period,3,0
MUSI,MUSI,G,8319,Seminar in Music Theory: Interdisciplinary and Humanistic Approaches,3,0
MUSI,MUSI,G,8330,Seminar in Music Theory: Theories of Pitch Space,3,0
MUSI,MUSI,G,8337,Seminar in Music Theory: Postmodernism,3,0
MUSI,MUSI,G,8340,Seminar in Music Theory:  Advanced Analysis,3,0
MUSI,MUSI,G,8410,Seminar in Ethnomusicology: Music Theories and Structures,3,0
MUSI,MUSI,G,8411,Seminar in Ethnomusicology: Transcription and Analysis,3,0
MUSI,MUSI,G,8412,Seminar in Ethnomusicology: Field Methods and Techniques I,3,0
MUSI,MUSI,G,8413,Seminar in Ethnomusicology: Field Methods and Techniques II,3,0
MUSI,MUSI,G,8414,Seminar in Ethnomusicology: Asia,3,0
MUSI,MUSI,G,8415,Seminar in Ethnomusicology: Africa,3,0
MUSI,MUSI,G,8416,Seminar in Ethnomusicology: Alan Lomax,3,0
MUSI,MUSI,G,8417,Seminar in Ethnomusicology: Europe,3,0
MUSI,MUSI,G,8418,Seminar in Ethnomusicology: Oceania and Australia,3,0
MUSI,MUSI,G,8420,Individual Projects in Ethnomusicology I,3,0
MUSI,MUSI,G,8421,Individual Projects in Ethnomusicology II,3,0
MUSI,MUSI,G,8500,M.Phil. Seminar,3,0
MUSI,MUSI,G,8600,Seminar in Jazz: New York Jazz: Social and Musical Context within the Cityscape,0,0
NEUR,,M,6106,.  Principles of Neural Science,0,0
NEUR,,W,4004,Neuroscience: Cell and Molecular,0,0
NEUR,,W,4005,Neuroscience: Development and Systems,0,0
NEUR,,G,4008,Advanced Seminar In Neuroscience: Dendrites,0,0
NEUR,,W,4011,Neural Systems: Circuits In the Brain,0,0
NEUR,,G,4007,Molecular Mechanisms In Synaptic Transmission,0,0
NEUR,,G,4300,"Systems Neurophysiology and 			modeling",0,0
NEUR,,G,4100,Neuroscience of Nervous and Mental Disorders,0,0
NEUR,,G,9002,Introduction To Neural Development,0,0
NEUR,,G,9010,Neuroethology,0,0
NEUR,,G,9040,Research In Neurobiology,0,0
NEUR,,G,4600,Structure and Function of Ion Channels,0,0
NEUR,,G,4005,"Psychophysics, Sensory Processes, and Perception",0,0
NEUR,,G,4232,Production and Perception of Language,0,0
NEUR,,G,4235,Special Topics In Vision,0,0
NEUR,,G,4270,Information Processing,0,0
NUTR,NUTR,G,4020,Molecular and Cell Biology of Nutrients,4,0
NUTR,NUTR,M,8200,Growth and Development,3,0
NUTR,NUTR,M,8201,Readings In Human Nutrition,3,0
NUTR,NUTR,M,8205,Biochemical and Physiological Bases of Nutrition,4,0
NUTR,NUTR,M,8207,Clinical Nutrition,4,0
NUTR,NUTR,M,8210,Molecular Nutrition,3,0
NUTR,NUTR,M,8220,Food and Nutrition: a Public Health Perspective,3,0
NUTR,NUTR,G,9011,Doctoral Research In Nutrition,3,0
NUTR,NUTR,M,9205,Doctoral Seminar In Nutrition and Related Topics,0.5,0
NUTR,NUTR,H,9210,Special Studies,1,0
NUTR,NUTR,M,9750,Thesis Research,3,0
PATH,PATH,G,4001,Introduction To Pathobiology,3,0
PATH,PATH,G,6001,General Pathology,3,0
PATH,PATH,G,6002,Systemic Pathology,10,0
PATH,PATH,G,6003,Molecular and Cellular Mechanisms In Human Disease,3,0
PATH,PATH,G,6004,Neuropathology,2,0
PATH,PATH,G,9001,Seminar In Pathology,2,0
PATH,PATH,G,9051,Research In Pathology,1,10
PATH,PATH,G,9057,Advanced Pathology,1,10
PATH,PATH,G,4010,Responsible Conduct of Research and Policy Issues,0,0
PATH,PATH,G,4150,Microbial Molecular Genetics,0,0
PATH,PATH,G,4350,"Cellular, Membranes and Organelles",0,0
PATH,PATH,G,6300,"Biochemistry and Molecular Biology of Eukaryotes, I and II.",0,0
PHAR,PHAR,G,4600,Structure and Function of Membrane Channels,3,0
PHAR,PHAR,G,8003,Backgrounds In Pharmacology,2,0
PHAR,PHAR,G,8007,Advances In Pharmacology,2,0
PHAR,PHAR,G,8009,Pharmacology Techniques,4,6
PHAR,PHAR,G,8015,Scientific Communication,0,0
PHAR,PHAR,G,9051,Research In Pharmacology,8,12
PHAR,PHAR,G,9600,Molecular Pharmacology: From Membrane To Nucleus,4,0
PHAR,PHAR,G,4150,Prokaryotic Molecular Biology,0,0
PHAR,PHAR,G,4152,Eukaryotic Molecular Biology,0,0
PHAR,PHAR,G,4250,Molecular Biophysics,0,0
PHAR,PHAR,G,4350,Cellular Membranes and Organelles,0,0
PHAR,PHAR,G,4450,Frontiers In Cell Biology,0,0
PHPH,PHIL,G,4415,Introduction To Formal Logic,4,0
PHPH,PHIL,G,4501,Theory of Knowledge,3,0
PHPH,PHIL,G,4561,Probability and Induction,3,0
PHPH,PHIL,G,4574,The Scientific Revolution,3,0
PHPH,PHIL,G,4675,The Direction of Time,3,0
PHPH,PHIL,G,9576,The Philosophy of Space and Time,3,6
PHPH,CSPH,G,4801,"Mathematical Logic, I",3,0
PHPH,CSPH,G,4802,"Mathematical Logic, II: the Incompleteness Results",3,0
PHPH,PHYS,G,4003,Advanced Mechanics,3,0
PHPH,PHYS,G,4019,Mathematical Methods of Physics,3,0
PHPH,PHYS,G,4021,Quantum Mechanics,3,0
PHPH,PHYS,G,4023,Thermal and Statistical Physics,3,0
PHPH,PHYS,G,4302,General Relativity and Black Holes,3,0
PHPH,PHYS,G,4386,Geometrical Concepts In Physics,3,0
PHPH,PHYS,G,6020,Early Universe Cosmology and Particle Astrophysics,3,0
PHPH,PHYS,G,6036,Statistical Mechanics,3,0
PHPH,PHYS,G,6037,"Quantum Mechanics, I",3,0
PHPH,PHYS,G,6438,Quantum Field Theory,3,0
PHIL,PHIL,W,4251,Kant�����_s Critique of Judgment,3,0
PHIL,PHIL,G,4260,Kant's Ethics,3,0
PHIL,PHIL,G,4333,Wittgenstein,3,0
PHIL,PHIL,G,4415,Symbolic Logic,4,0
PHIL,PHIL,G,4450,Philosophy of Logic,3,0
PHIL,PHIL,G,4471,Philosophy of Mathematics,3,0
PHIL,PHIL,W,4560,"Value, Agency and Self-Knowledge",3,0
PHIL,PHIL,G,6440,Semantics and Pragmatics,3,0
PHIL,PHIL,G,6501,Theory of Knowledge,3,0
PHIL,PHIL,G,6601,Metaphysics,3,0
PHIL,PHIL,G,6701,Moral Philosophy,3,0
PHIL,PHIL,G,6752,Political Philosophy,3,0
PHIL,PHIL,G,6801,Aesthetics: Wittgenstein,3,0
PHIL,PHIL,G,9001,"Quodlibetal Studies, I, II, III, and IV",3,0
PHIL,PHIL,G,9901,Research In Philosophy,3,0
POLS,POLS,W,3285,Freedom of Speech and Press,3,0
PHIL,PHIL,G,9121,Topics in Ancient Philosophy: Skepticism and Relativism,3,0
PHIL,PHIL,G,9131,Aristotle,3,0
PHIL,PHIL,G,9140,Ancient Skepticism,3,0
PHIL,PHIL,G,9221,Descartes,3,0
PHIL,CSPH,G,4802,Math Logic II: Incompletness,3,0
PHIL,PHIL,G,9755,Problems of Social Philosophy,3,0
PHIL,PHIL,G,9750,Topics in Political Philosophy: The Idea of Equality,3,0
PHIL,PHIL,G,9674,Romantacism,3,0
PHIL,PHIL,G,9646,Philosophy of Language and Mind,3,0
PHIL,PHIL,G,9645,Persons,3,0
PHIL,PHIL,G,9635,"Responsibility, Freedom, and Determinism",3,0
PHIL,PHIL,G,9632,"Freedom, Personal and Political",3,0
PHIL,PHIL,G,9625,Causality,3,0
PHIL,PHIL,G,9232,Physics and Philosophy In the 17th Century,3,0
PHIL,PHIL,G,9245,Hume,3,0
PHIL,PHIL,G,9255,Kant's Critique of Pure Reason,3,0
PHIL,PHIL,G,9280,Frege,3,0
PHIL,PHIL,G,9333,Wittgenstein,3,0
PHIL,PHIL,G,9353,Heidegger,3,0
PHIL,PHIL,G,9455,Philosophy From a Logical Point of View,3,0
PHIL,PHIL,G,9428,Meaning,3,0
PHIL,PHIL,G,9503,Topics In the Philosophy of Science,3,0
PHIL,PHIL,G,9530,Ethics: Naturalistic Ethics,3,0
PHIL,PHIL,G,9515,Topics In Metaphysics: Transcendental Arguments,3,0
PHIL,PHIL,G,9525,Philosophy of Language: Dynamic Semantics,3,0
PHIL,PHIL,G,9563,Explanation and Induction,3,0
PHIL,PHIL,G,9568,Reason and Value,3,0
PHIL,PHIL,G,9575,Philosophical Questions In Modern Physics,3,0
PHIL,PHIL,G,9576,The Philosophy of Space and Time,3,0
PHIL,PHIL,G,9577,Advanced Topics in Foundations of Physics,3,0
PHIL,PHIL,G,9590,Philosophy of Social Science,3,0
PHYS,PHYS,G,4051,Advanced Laboratory Work. 2 Pts,2,0
PHYS,PHYS,W,4386,Geometrical Concepts In Physics,3,0
PHYS,PHYS,G,6011,Astrophysics I,3,0
PHYS,PHYS,G,6036,Statistical Mechanics,4.5,0
PHYS,PHYS,G,6037,"Quantum Mechanics, I and II",4.5,0
PHYS,PHYS,G,6040,Nuclear Physics,3,0
PHYS,PHYS,G,6042,Experimental Methods for Nuclear and Particle Physics,3,0
PHYS,PHYS,G,6050,Elementary Particle Physics: Particle Phenomenology,3,0
PHYS,PHYS,G,6060,Atomic Physics,3,0
PHYS,PHYS,G,6080,Scientific Computing,3,0
PHYS,PHYS,G,6082,"Condensed Matter Physics, II",3,0
PHYS,PHYS,G,6092,"Electromagnetic Theory, I",4.5,0
PHYS,PHYS,G,6099,Physical Phenomena,3,0
PHYS,PHYS,G,6905,Graduate Student Seminar,0,0
PHYS,PHYS,G,8040,General Relativity,4.5,0
PHYS,PHYS,G,8041,Topics In General Relativity,3,0
PHYS,PHYS,G,8048,Quantum Field Theory II,4.5,0
PHYS,PHYS,G,8066,Condensed Matter - Special Topics,3,0
PHYS,PHYS,G,8050,Advanced Mathematical Methods In Physics,4.5,0
PHYS,PHYS,G,8069,"Particle Physics, I",3,0
PHYS,PHYS,G,8099,Advanced Seminar In Current Research Problems,3,0
PHYS,PHYS,G,9301,Research for the Doctorate,0,0
PHYG,IMMU,M,6106,Neural Science,6,0
PHYG,IMMU,G,6003,Molecular and Cellular Mechanisms In Human Disease,3,0
PHYG,IMMU,G,4007,Molecular Mechanisms In Synaptic Transmission and the Control of Transmitter Release,3,0
PHYG,IMMU,G,4010,Neurobiology of Behavior,3,0
PHYG,IMMU,G,9005,Tutorials In the Cellular and Molecular Neurobiology of  Behavior,1,3
PHYG,IMMU,G,9051,Research In Physiology,4,15
PHYG,IMMU,G,9501,Seminar,4,0
PHYG,IMMU,G,6001,Principles of Physiology,4,0
CMBS,CMBS,G,4350,Cellular Membranes and Organelles,0,0
PSYC,PSYC,G,6001,Proseminar I,3,0
PSYC,PSYC,G,6002,Proseminar II,3,0
PSYC,PSYC,G,6003,Proseminar III,3,0
PSYC,PSYC,G,6006,Introduction to Statistical Modeling in Psychology,4,0
PSYC,PSYC,G,6600,Supervised Individual Research,1,4
PSYC,PSYC,G,9010,The Serial Organization of Behavior,3,0
PSYC,PSYC,G,6200,Practicum In the Teaching of Psychology,2,3
PSYC,PSYC,G,9165,Research Seminar in Cognition,3,0
PSYC,PSYC,G,9350,Seminar in Social and Personality Psychology,3,0
PSYC,PSYC,G,9397,Research Seminar in Social & Personality Psychology,1,0
PSYC,PSYC,G,9650,Theories and Research in Social Science of Psychology,3,0
PSYC,PSYC,G,9999,Departmental Colloquium,0,0
RELI,RELI,G,8660,American Evangelicalism,3,0
RELI,RELI,G,8655,Topics In American Religious History,3,0
RELI,RELI,G,6210,Issues In the Study of South Asian Religion,3,0
RELI,RELI,G,8215,Hindu Poet-Saints of North India,3,0
RELI,RELI,G,8225,Bhakti Texts In North India,4,0
RELI,RELI,G,8230,Surdas and the Devotional Literature of Krishna,3,0
RELI,RELI,G,9031,Buddhist Texts,3,0
RELI,RELI,G,9033,Mahayana Buddhist Scripture,3,0
RELI,RELI,G,8130,The First Crusade & Latin Christendom,3,0
RELI,RELI,G,8140,Introduction To the Sources of Canon Law In the Medieval Latin Tradition,3,0
RELI,RELI,G,8150,Colloquium In the History of Christianity,3,0
RELI,RELI,G,9103,Seminar In Law and Medieval Christianity,3,0
RELI,RELI,,107,The History of Christianity I: The Church of the First Millennium,2,0
RELI,RELI,,108,The History of Christianity II: Intro to Western European Church History,2,0
RELI,RELI,,361,The Development of Conciliar Christology: From Nicaea I (325) To Constantinople III (680,3,0
RELI,RELI,,303,The Construction of the Self: Theology and Autobiography in Early Christian and Byzantine Literature,3,0
RELI,RELI,G,6810,The Conflict Between Medieval Mysticism and Orthodoxy: Four Case Studies,3,0
RELI,RELI,G,9800,Muslim and Christian Mysticism: a Comparative Analysis,3,0
RELI,RELI,G,9810,Religious Conversion In History,3,0
RELI,RELI,G,9901,Research in Religion,1,6
RELI,RELI,G,6901,Theory and Method in the Study of Religion,3,0
RELI,RELI,G,8830,"Colloquium on Comparative Religions:  ̢���World Religions̢����-- Idea, Display, Institution",3,0
RELI,RELI,G,8850,Comparative Scriptural Exegesis,3,0
RELI,RELI,G,9710,Seminar In the History and Philosophy of Religion: Hegel and Nietzsche,3,0
MELC,CLME,W,4220,Survey of Classical Arabic Literature,4,0
MELC,CLME,W,4221,Survey of Modern Arabic Literature,4,0
MELC,MDES,G,9220,Seminar In Arabic Literature,4,0
MELC,CLME,W,4322,Literature and Catastrophe,4,0
MELC,MDES,W,4340,Armenians and Armenia In the Modern Period,4,0
MELC,MDES,G,8001,Supervised Readings,1,6
MELC,CLME,W,3528,Exemplary Moments In Hebrew Literature,3,0
MELC,MDES,W,3540,Introduction To Modern Hebrew Culture,3,0
MELC,MDES,W,4520,New Israeli Writing,3,0
MELC,CLME,W,4525,Bible As Literature,3,0
MELC,MDES,W,4531,Jewish Passivity In Modern Jewish Literature,3,0
MELC,MDES,W,4532,S.J. Agnon and Tradition,3,0
MELC,MDES,W,4532,S.J. Agnon and Tradition,3,0
MELC,MDES,G,6520,The Fiction of Sh. Y. Abramovitsch,4,0
MELC,MDES,G,6522,The Modern Jewish Literary Complex,4,0
MELC,MDES,G,6523,The Prophetic Mode In Modern Hebrew Poetry,4,0
MELC,CLME,G,6526,Hebrew Between Philosophy and Literature,4,0
MELC,MDES,G,8540,Doctoral Seminar,4,0
MELC,MDES,G,9800,"Seminar In Indic Studies, I and II",4,0
MELC,MDES,W,3720,Introduction To Persian Literature,3,0
MELC,MDES,W,3750,Social and Intellectual History of Iran: Early Islam To the Safavids,3,0
MELC,MDES,W,3751,Social and Intellectual History of Iran: the Safavid Period,3,0
MELC,CLME,W,3752,Middle Eastern Cinema,3,0
MELC,CLME,W,3753,Iran: a Culture In History,3,0
MELC,CLME,W,4740,Persian Passion Play: Ta�۪ziyeh,3,0
MELC,CLME,G,6722,Readings In Persian Classics: Prose,4,0
MELC,CLME,G,6723,Readings In Persian Classics: Poetry,4,0
MELC,MDES,G,9700,"Seminar In Iranian Studies, I and II",4,0
MELC,MDES,G,8840,Doctoral Seminar,4,0
MELC,MDES,G,4921,"Ottoman Turkish Literature, I.",3,0
MELC,MDES,G,4922,"Ottoman Turkish Literature, II",3,0
MELC,MDES,G,9900,Seminar In Turkic Studies,4,0
MELC,ASCM,W,3310,Modern South Asia,3,0
MELC,HSME,W,3013,Science and Astrological Theories In Pre-Modern Times,3,0
MELC,HSME,W,4467,"Persian  Political, Social and Cultural History In Ancient Times",4,0
MELC,HSME,W,4468,"Persian Political, Social and Cultural History From the Advent of Islam To Modern Times",4,0
MELC,HSME,W,4469,"Political, Social and Cultural History of Persia In Modern Times",3,0
GERL,CLGR,G,4110,Literature and Psychoanalysis: Freud [In English],3,0
ANTH,ANEB,G,6140,Evolutionary Genetics of Nonhuman Primates,3,0
ANTH,ANEB,G,6142,"The Biology, Systematics, and Evolutionary History of the Apes",3,0
ANTH,ANTH,G,6145,Human Genetics and Variations,3,0
ANTH,ANEB,G,8005,Seminar In Evolutionary Biology of the Primates,3,0
ANTH,ANEB,G,8416,Research Methods In Primate Behavior,3,0
ANTH,ANEB,G,8418,Special Topics In Primate Socioecology,3,0
ANTH,ANTH,G,9103,Research In Physical Anthropology,3,9
ANTH,ANTH,G,9999,Weekly Seminar,0,0
GERL,FINN,W,4445,Advanced Readings In Finnish,3,0
MELC,MDES,W,4120,"Canaanite and Arabic Inscriptions, I and Ll",4,0
MELC,MDES,G,6212,"Readings In Classical Arabic, III and IV.",3,0
MELC,MDES,W,4310,"Advanced Modern Armenian, I and II",3,0
MELC,MDES,G,9510,"Seminar In Hebrew Studies: Selected Problems In Hebrew-English, English-Hebrew Translation",4,0
MELC,MDES,W,4720,"Readings In Middle Iranian, I and II",3,0
MELC,MDES,G,6720,Modern Persian Writing (Fiction).,3,0
MELC,MDES,G,6721,Modern Persian (Drama).,4,0
MELC,PUNJ,W,4818,"Readings In Punjabi, I and II.",3,0
MELC,MDES,G,6810,"Readings In Sanskrit, I and II",3,0
MELC,MDES,W,4910,Advanced Spoken Turkish,3,0
MELC,MDES,G,8910,"Studies In Ottoman Texts, I and II",4,0
MELC,MDES,G,4000,Research In the Humanities: a Practicum On Resources and Methods,1.5,0
AHAR,AHIS,W,3410,"Italian Renaissance Architecture, 1400-1600",3,0
HIST,HIST,G,8996,Tutorial Readings,4,0
HIST,HIST,G,8999,Directed Class Readings,1,4
HIST,HIST,G,9000,Directed Individual Readings,1,4
HIST,HIST,G,9999,Doctoral Seminar,4,0
HIST,HIST,G,8760,Ecology and Development In Africa Since 1930,4,0
HIST,HIST,G,8762,"Disease, Health and Healing In African History Since 1850",4,0
HIST,HIST,G,9762,Research Seminar In African History,4,0
HIST,HIST,G,9700,Seminar In Middle Eastern History,4,0
HIST,HSEA,G,8883,Topics In the Middle Period of Chinese History,4,0
HIST,HIST,G,9886,Seminar In the Sources of Chinese History,3,0
HIST,HIST,G,9880,Colloquium-Seminar On the History of Modern China,4,0
HIST,HIST,G,8876,History of Early Japan,3,0
HIST,HIST,G,8864,Research In Korean History,4,0
HIST,HSEA,G,8862,Colloquium On Modern Korean History,4,0
HIST,HIST,G,8014,"Advanced Studies In South Asian History, Culture, and Society",4,0
HIST,HIST,G,8020,Greek Epigraphy: Historical Uses and Methods,4,0
HIST,HIST,G,8022,War and Society In Greece,4,0
HIST,HIST,G,8030,Colloquium On Roman History: the Middle Republic,4,0
HIST,HIST,G,8036,Colloquium On Roman History: From Republic To Dictatorship,4,0
HIST,HIST,G,8038,"Colloquium On Roman History: The Roman Empire, 14-235 A.D.",4,0
HIST,HIST,G,8028,The Development of the Greek Polis,4,0
HIST,HIST,G,8001,Archaic Rome,4,0
HIST,HIST,G,9041,Seminar On Ancient History of the Near East: Imperialism,4,0
HIST,HIST,G,8061,Topics In Pre-Modern European History,4,0
HIST,HIST,G,9061,Seminar In the Intellectual History of Europe From 1000 To 1500,4,0
HIST,HIST,G,9067,Seminar In Medieval Societies and Institutions,4,0
HIST,HIST,G,8110,Intellectual History,4,0
HIST,HIST,G,9306,Writing European and World History,4,0
HIST,HIST,G,8307,Constructing the Middle Classes: Comparative History of the Bourgeoisie In 19th-Century Europe,4,0
HIST,HIST,G,8311,Introduction To the Literature of European History,4,0
HIST,HIST,G,8319,The Identities of Europe,4,0
HIST,HIST,G,8325,History and Memory In 20th-Century Europe.,4,0
HIST,HIST,G,9305,Problems In European History,4,0
HIST,HIST,G,9912,Writing History Beyond the Academy,4,0
HIST,HIST,G,9900,Advanced Research Seminar,4,0
HIST,HIST,G,8216,Topics In Eastern European History.,4,0
HIST,HIST,G,8223,Core Colloquium On Imperial Russian Institutions,4,0
HIST,HIST,G,8228,"Core Colloquium On Russia, 1855-1905",4,0
HIST,HIST,G,8220,Empire and Nation In Russian and Soviet Empire,4,0
HIST,HIST,G,8224,Colloquium On Soviet Social History,4,0
HIST,HIST,G,8232,Germany and East Central Europe In WW II,4,0
HIST,HIST,G,9222,"Myth, Ritual and the Representation of Authority",4,0
HIST,HIST,G,8445,Core Colloquium: Legacies of the Russian Empire and the Soviet Union,4,0
HIST,HIST,G,9020,Seminar: Job and Other Arguments With the Lord In Jewish Literature and Tradition,4,0
HIST,HIST,G,8600,"Colloquium On Popular Religion of Ashkenazic Jewry, 1600-1800",4,0
HIST,HIST,G,9600,"Hebrew Chronicles of Martyrdom and Massacre, I. the Crusade Chronicles",4,0
HIST,HIST,G,9604,Seminar On Sources of Jewish History: Impact of the Spanish Expulsion,4,0
HIST,HIST,G,9606,"Sources of Jewish History: Messianic and Sectarian Movements, 7th To 16th Centuries",4,0
HIST,HIST,G,9608,Jewish Historiography In the 16th Century,4,0
HIST,HIST,W,3628,"History of the State of Israel, 1948-Present",3,0
HIST,HIST,G,9660,Introduction To Documentary Analysis In Colonial Latin America,4,0
HIST,HIST,G,9661,Latin American Master's Seminar II,4,0
HIST,HIST,G,8616,The Communal Life of American Jews,4,0
HIST,HIST,G,8500,American Historiography for PhD Students,4,0
HIST,HIST,G,8509,"Politics, Society, and Culture In 18th-Century America",4,0
HIST,HIST,G,8530,Colloquium On the Civil War and Reconstruction,4,0
HIST,HIST,G,8560,American Consumer Capitalism: 1800-Present,4,0
HIST,HIST,G,8567,"America Between the Wars, 1920-1945",4,0
HIST,HIST,G,8570,Black Leadership In American Politics,4,0
HIST,HIST,G,8592,Social History of Medicine,4,0
HIST,HIST,G,8590,A Social History of American Public Health,4,0
HIST,HIST,G,8547,Colloquium In the History of Women and Gender,4,0
HIST,HIST,G,9530,Seminar In 19th-Century U.S. History,4,0
HIST,HIST,G,9920,Oral History: Method and Theory,4,0
HUMR,HRTS,G,4320,Human Rights and Foreign Policy,3,0
POLS,POLS,G,6210,Issues and Debates In American Politics,4,0
POLS,POLS,G,8210,Colloquium On Public Opinion and Political Behavior,3,0
POLS,POLS,G,8223,Legislative Behavior and Institutions,4,0
POLS,POLS,G,6404,Issues and Methods In Comparative Politics,3,0
POLS,POLS,G,8418,Comparative Political Economy,3,0
POLS,POLS,G,8434,Latin American Politics In Comparative Perspective,4,0
POLS,POLS,G,8471,Chinese Politics In Comparative Perspective,4,0
POLS,POLS,G,8492,Comparing Institutions,3,0
POLS,POLS,G,8493,Political Development,4,0
POLS,POLS,G,8526,Comparative Democratic Processes,3,0
POLS,POLS,G,6801,Theories of International Relations,4,0
POLS,POLS,G,6802,Theory Building and Comparative Methods,3,0
POLS,POLS,G,6820,The Theory of International Political Economy,3,0
POLS,POLS,G,8804,Colloquium On International Political Economy,4,0
POLS,POLS,G,8844,Nationalism,4,0
POLS,POLS,G,8861,Change In the International System.,3,0
POLS,POLS,G,8865,United States Foreign Policy,3,0
POLS,POLS,G,6601,Issues In Political Theory,4,0
POLS,POLS,G,8601,Colloquium In Political Thought,3,0
POLS,POLS,G,8606,Liberalism,3,0
